id,text,label,label_id,template_id,split
62,ክፍያ ብከፍልም ከሚኒስቴሩ አገልግሎት ከጥቂት ደቂቃዎች በኋላ አላገኘሁም።,Complaint,6,Complaint_10,val
63,ሚኒስትሩ ወደ ፍርድ ቤት ነገ ሄደዋል።,Assertion,1,Assertion_07,train
64,የቤቱ ዋጋ ከአንድ ሰዓት በኋላ ጨምሯል።,Assertion,1,Assertion_12,val
65,የቦርሳው ችግር ከጥቂት ደቂቃዎች በኋላ ከጠበቃው ጋር እፈታለሁ።,Promise,8,Promise_11,train
66,ሰላም ሚኒስትሩ፣ በሚቀጥለው ሳምንት እንዴት ነህ?,Phatic,7,Phatic_00,train
67,አመሰግናለሁ ሹፌሩ፣ ደህና ዋል በቤት።,Phatic,7,Phatic_08,train
68,የስጦታው ችግር በስብሰባው ወቅት ከዶክተሩ ጋር እፈታለሁ።,Promise,8,Promise_11,train
69,እባክዎ ቤቱን ለመሐንዲሱ ዛሬ ይላኩልኝ።,Request,0,Request_00,train
70,እባክዎ በዚህ አመት ወደ ከተማው ውስጥ ይድረሱልኝ።,Request,0,Request_07,val
71,እባክዎ ትዕዛዙን ለባልደረባዬ በዚህ አመት ይላኩልኝ።,Request,0,Request_00,train
72,እቅዱን በሚቀጥለው ሳምንት ከማህበሩ ጋር እናሻሽል።,Suggestion,3,Suggestion_12,train
73,ስቱዲዮው ከዛሬ ጀምሮ አዲስ ሰራተኞችን ቀጥሯል።,Assertion,1,Assertion_09,train
74,ስለ ቤቱ ጉዳይ ከደንበኛው ጋር እንወያይ።,Suggestion,3,Suggestion_10,train
75,ኩባንያው ስለ ሰነዱ ማስጠንቀቂያ በሚቀጥለው ወር አውጥቷል።,Warning,4,Warning_08,train
76,ውሃው ገና ወደ ሆስፒታል በዚህ ወር አልደረሰኝም።,Complaint,6,Complaint_07,train
77,ስራ አስኪያጁ፣ ስራ በገበያ እንዴት ነው?,Phatic,7,Phatic_09,val
78,ጥንቃቄ ያድርጉ፣ ከአንድ ሰዓት በኋላ ሱቅ ይንሸራተታል።,Warning,4,Warning_02,train
79,ወደ ሆስፒታል ከጥቂት ደቂቃዎች በኋላ መሄድ አልችልም።,Refusal,2,Refusal_13,test
80,እባክህ ለደረሰኙ ይህን ዘዴ ከሶስት ሰዓት በኋላ ተጠቀም።,Suggestion,3,Suggestion_04,train
81,ወደ ገበያ በሚቀጥለው ሳምንት መሄድ አልችልም።,Refusal,2,Refusal_13,test
82,በጣም ደግ ነህ ሚኒስትሩ፣ በቤት ምንም እርዳታ አልሰጠኸኝም።,Sarcasm/Irony,5,Sarcasm/Irony_12,train
83,ገንዘቡ ገና ወደ ፋብሪካ ነገ ከሰዓት በኋላ አልደረሰኝም።,Complaint,6,Complaint_07,train
84,ማሽኑ ገና ወደ አውሮፕላን ማረፊያ ከሁለት ቀናት በኋላ አልደረሰኝም።,Complaint,6,Complaint_07,train
85,ጎበዝ! በጣም ጥሩ ስራ ሰራህ ሹፌሩ፣ ፋይሉን አበላሸኸው።,Sarcasm/Irony,5,Sarcasm/Irony_02,train
86,ጎበዝ! በጣም ጥሩ ስራ ሰራህ ሚኒስትሩ፣ ልብሱን አበላሸኸው።,Sarcasm/Irony,5,Sarcasm/Irony_02,train
87,ገንዘቡ ገና ወደ ፖሊስ ጣቢያ ከአንድ ሰዓት በኋላ አልደረሰኝም።,Complaint,6,Complaint_07,train
88,የደብዳቤው ችግር ከአንድ ሰዓት በኋላ ከዶክተሩ ጋር እፈታለሁ።,Promise,8,Promise_11,train
89,መስኮቱ ገና ወደ ቢሮ በሳምንቱ መጨረሻ አልደረሰኝም።,Complaint,6,Complaint_07,train
90,እንኳን ደስ አለህ ፖሊሱ፣ ስለ ስጦታው እንደገና ተሳስተሃል።,Sarcasm/Irony,5,Sarcasm/Irony_13,train
91,ስጦታው ገና ወደ መንገድ ላይ ከሁለት ቀናት በኋላ አልደረሰኝም።,Complaint,6,Complaint_07,train
92,ባንኩ ስለ መኪናው ማስጠንቀቂያ በስብሰባው ወቅት አውጥቷል።,Warning,4,Warning_08,train
93,ፖሊሱ ወደ ባንክ ነገ ከሰዓት በኋላ ሄደዋል።,Assertion,1,Assertion_07,train
94,መሐንዲሱ ወደ ስብሰባ ክፍል በሚቀጥለው አመት ሄደዋል።,Assertion,1,Assertion_07,train
95,እባክዎ ትዕዛዙን ለነጋዴው ነገ ይላኩልኝ።,Request,0,Request_00,train
96,የዕቃው ዋጋ በሳምንቱ መጨረሻ ጨምሯል።,Assertion,1,Assertion_12,val
97,ከደንበኛው ጋር በሳምንቱ መጨረሻ በሱቅ እገናኛለሁ።,Promise,8,Promise_04,val
98,እንዴት ጎበዝ ነህ ጓደኛዬ፣ ቡናውን ሰብረኸዋል!,Sarcasm/Irony,5,Sarcasm/Irony_00,train
99,እባክዎ መኪናውን ለደንበኛው ከምሽቱ ጀምሮ ይላኩልኝ።,Request,0,Request_00,train
100,እንዴት ጎበዝ ነህ መሐንዲሱ፣ ውሉን ሰብረኸዋል!,Sarcasm/Irony,5,Sarcasm/Irony_00,train
101,ደብዳቤው ገና ወደ ስብሰባ ክፍል በዚህ አመት አልደረሰኝም።,Complaint,6,Complaint_07,train
102,እባክዎ ሪፖርቱን ለባልደረባዬ በሚቀጥለው ወር ይላኩልኝ።,Request,0,Request_00,train
103,ወደ ትምህርት ቤት ነገ ብቻዎን አይሂዱ።,Warning,4,Warning_06,test
104,ባልደረባዬ፣ ቤተሰብ በሆስፒታል እንዴት ናቸው?,Phatic,7,Phatic_05,val
105,መልእክቱ ገና ወደ ቤት በሚቀጥለው ሳምንት አልደረሰኝም።,Complaint,6,Complaint_07,train
106,ስራው በሚቀጥለው አመት ከአለቃዬ ጋር አልተጠናቀቀም።,Complaint,6,Complaint_03,test
107,ይህን ልብሱን ከመምህሩ መቀበል አልችልም።,Refusal,2,Refusal_03,train
108,መንግስት ስለ ኮምፒዩተሩ ማስጠንቀቂያ በዚህ ሳምንት አውጥቷል።,Warning,4,Warning_08,train
109,የሰነዱ ዋጋ በዚህ ሳምንት ጨምሯል።,Assertion,1,Assertion_12,val
110,ቡናው ገና ወደ ገበያ ከአንድ ሰዓት በኋላ አልደረሰኝም።,Complaint,6,Complaint_07,train
111,እንኳን ወደ ሆስፒታል ደህና መጣህ ስራ አስኪያጁ።,Phatic,7,Phatic_04,test
112,ፖሊሱ ወደ መጋዘን በዚህ አመት ሄደዋል።,Assertion,1,Assertion_07,train
113,ቢያንስ አንዴ ገንዘቡን በሆስፒታል እንሞክር።,Suggestion,3,Suggestion_05,train
114,እንዴት ጥሩ ነው ሚኒስትሩ፣ ከዛሬ ጀምሮ ደግሞ ዘገየ።,Sarcasm/Irony,5,Sarcasm/Irony_10,val
115,እባክዎ ይቅርታ፣ ፕሮጀክቱን በሳምንቱ መጨረሻ ማቅረብ አልችልም።,Refusal,2,Refusal_09,train
116,መንግስት ስለ ቡናው ማስጠንቀቂያ በዚህ ወር አውጥቷል።,Warning,4,Warning_08,train
117,ባልደረባዬ ወደ መንገድ ላይ ከአንድ ሰዓት በኋላ ሄደዋል።,Assertion,1,Assertion_07,train
118,መሐንዲሱ ወደ ፋብሪካ ከሁለት ቀናት በኋላ ሄደዋል።,Assertion,1,Assertion_07,train
119,ድርጅቱ ነገ ከሰዓት በኋላ አዲስ ምርት አስተዋውቋል።,Assertion,1,Assertion_02,val
120,ኤጀንሲው ስለ ማሽኑ ማስጠንቀቂያ በዚህ ወር አውጥቷል።,Warning,4,Warning_08,train
121,ተጠንቀቅ፣ ዛሬ ማታ ፍርድ ቤት ውስጥ አደጋ አለ።,Warning,4,Warning_00,val
122,ደንበኛው ወደ ገበያ ከሶስት ሰዓት በኋላ ሄደዋል።,Assertion,1,Assertion_07,train
123,ጎበዝ! በጣም ጥሩ ስራ ሰራህ ነጋዴው፣ ስልኩን አበላሸኸው።,Sarcasm/Irony,5,Sarcasm/Irony_02,train
124,ጎበዝ ስራ ጋዜጠኛው፣ ምርቱ ሙሉ በሙሉ ፈርሷል።,Sarcasm/Irony,5,Sarcasm/Irony_09,train
125,ቡናው ገና ወደ መንገድ ላይ ከምሽቱ ጀምሮ አልደረሰኝም።,Complaint,6,Complaint_07,train
126,የቦርሳው ችግር በሳምንቱ መጨረሻ ከሚኒስትሩ ጋር እፈታለሁ።,Promise,8,Promise_11,train
127,የደብዳቤው ችግር ከዛሬ ጀምሮ ከደንበኛው ጋር እፈታለሁ።,Promise,8,Promise_11,train
128,ሚኒስቴሩ ቃል የገባውን በሚቀጥለው አመት አላከበረም።,Complaint,6,Complaint_02,test
129,ስለ ውሃው ከደንበኛው ጋር ማሰብ ይኖርብናል።,Suggestion,3,Suggestion_03,train
130,ስቱዲዮው ስለ ፋይሉ ማስጠንቀቂያ በሚቀጥለው ወር አውጥቷል።,Warning,4,Warning_08,train
131,እባክዎ ይቅርታ፣ መኪናውን በስብሰባው ወቅት ማቅረብ አልችልም።,Refusal,2,Refusal_09,train
132,ወደ ፍርድ ቤት በስብሰባው ወቅት እንሂድ።,Suggestion,3,Suggestion_01,test
133,እባክዎ ይቅርታ፣ መልእክቱን ዛሬ ማቅረብ አልችልም።,Refusal,2,Refusal_09,train
134,ደንበኛው ወደ አውሮፕላን ማረፊያ ነገ ጠዋት ሄደዋል።,Assertion,1,Assertion_07,train
135,ድርጅቱ ስለ ስጦታው ማስጠንቀቂያ ከሁለት ቀናት በኋላ አውጥቷል።,Warning,4,Warning_08,train
136,ኩባንያው ስለ ጥያቄው ማስጠንቀቂያ ከጥቂት ደቂቃዎች በኋላ አውጥቷል።,Warning,4,Warning_08,train
137,ኤጀንሲው ስለ ካርታው ማስጠንቀቂያ ከሶስት ሰዓት በኋላ አውጥቷል።,Warning,4,Warning_08,train
138,ባልደረባዬ ወደ መንገድ ላይ በሚቀጥለው አመት ሄደዋል።,Assertion,1,Assertion_07,train
139,ከስራ አስኪያጁ ጋር በሚቀጥለው አመት በቢሮ እገናኛለሁ።,Promise,8,Promise_04,val
140,ማዕከሉ ስለ መሳሪያው ማስጠንቀቂያ ከአንድ ሰዓት በኋላ አውጥቷል።,Warning,4,Warning_08,train
141,የትዕዛዙ ገመድ በፋብሪካ አደገኛ ነው ተጠንቀቁ።,Warning,4,Warning_07,train
142,ዶክተሩ ወደ ገበያ በሚቀጥለው ሳምንት ሄደዋል።,Assertion,1,Assertion_07,train
143,እባክዎ ይቅርታ፣ ሪፖርቱን ከአንድ ሰዓት በኋላ ማቅረብ አልችልም።,Refusal,2,Refusal_09,train
144,እባክዎ መልእክቱን ለባልደረባዬ ከሁለት ቀናት በኋላ ይላኩልኝ።,Request,0,Request_00,train
145,እባክህ ለመልእክቱ ይህን ዘዴ ከአንድ ሰዓት በኋላ ተጠቀም።,Suggestion,3,Suggestion_04,train
146,ቢያንስ አንዴ ደረሰኙን በአውሮፕላን ማረፊያ እንሞክር።,Suggestion,3,Suggestion_05,train
147,የዕቃው ችግር ከሶስት ሰዓት በኋላ ከደንበኛው ጋር እፈታለሁ።,Promise,8,Promise_11,train
148,እባክሽ ደረሰኙን ነገ ጠዋት አምጪልኝ።,Request,0,Request_09,test
149,በዚህ አመት በስብሰባ ክፍል ስብሰባ እናድርግ።,Suggestion,3,Suggestion_02,train
150,በጣም ደግ ነህ አስተማሪዋ፣ በስብሰባ ክፍል ምንም እርዳታ አልሰጠኸኝም።,Sarcasm/Irony,5,Sarcasm/Irony_12,train
151,ባንኩ ስለ መኪናው ማስጠንቀቂያ ከአንድ ሰዓት በኋላ አውጥቷል።,Warning,4,Warning_08,train
152,ኩባንያው ስለ ቁልፉ ማስጠንቀቂያ በዚህ ሳምንት አውጥቷል።,Warning,4,Warning_08,train
153,ከአለቃዬ ጋር ከጥቂት ደቂቃዎች በኋላ በአውሮፕላን ማረፊያ እገናኛለሁ።,Promise,8,Promise_04,val
154,ትዕዛዙ ገና ወደ ስብሰባ ክፍል ከሁለት ቀናት በኋላ አልደረሰኝም።,Complaint,6,Complaint_07,train
155,እባክዎ ዕቃውን ለፖሊሱ ነገ ከሰዓት በኋላ ይላኩልኝ።,Request,0,Request_00,train
156,ኩባንያው ስለ ደረሰኙ ማስጠንቀቂያ ነገ አውጥቷል።,Warning,4,Warning_08,train
157,ዛሬ ማታ ወደ ፋብሪካ እደርሳለሁ።,Promise,8,Promise_10,train
158,ይቅርታ፣ መኪናውን ከምሽቱ ጀምሮ ማድረግ አልችልም።,Refusal,2,Refusal_00,train
159,ኤጀንሲው ስለ መልእክቱ ማስጠንቀቂያ ከአንድ ሰዓት በኋላ አውጥቷል።,Warning,4,Warning_08,train
160,እባክዎ ቁልፉን ለመምህሩ ከሁለት ቀናት በኋላ ይላኩልኝ።,Request,0,Request_00,train
161,መልእክቱ ገና ወደ ፋብሪካ ከአንድ ሰዓት በኋላ አልደረሰኝም።,Complaint,6,Complaint_07,train
162,የቡናው ወጪውን በስብሰባ ክፍል ብንቀንስ የተሻለ ነው።,Suggestion,3,Suggestion_13,train
163,ቃል እገባለሁ፣ መልእክቱን በሳምንቱ መጨረሻ አላዘገይም።,Promise,8,Promise_03,test
164,የቤቱ ደረሰኝ ከባንኩ የተበላሸ ነው።,Complaint,6,Complaint_08,val
165,ሂሳቡ ከሹፌሩ አጠገብ አደገኛ ሊሆን ይችላል።,Warning,4,Warning_01,test
166,ያልተፈቀደ ግቢ ወደ መጋዘን በዚህ አመት አይግቡ።,Warning,4,Warning_09,test
167,እንኳን ደስ አለህ አስተማሪዋ፣ ስለ መስኮቱ እንደገና ተሳስተሃል።,Sarcasm/Irony,5,Sarcasm/Irony_13,train
168,እባክዎ ቁልፉን ለነጋዴው ከሶስት ሰዓት በኋላ ይላኩልኝ።,Request,0,Request_00,train
169,ደህና ሁን ሚኒስትሩ፣ እስከ በዚህ ወር እንገናኝ።,Phatic,7,Phatic_13,train
170,መሳሪያው ገና ወደ ቤት ከአንድ ሰዓት በኋላ አልደረሰኝም።,Complaint,6,Complaint_07,train
171,እንደምን አለህ በአውሮፕላን ማረፊያ፣ ሹፌሩ?,Phatic,7,Phatic_11,val
172,የካርታው ችግር በዚህ አመት ከአለቃዬ ጋር እፈታለሁ።,Promise,8,Promise_11,train
173,መሐንዲሱ፣ ስራ በአውሮፕላን ማረፊያ እንዴት ነው?,Phatic,7,Phatic_09,val
174,እንዴት ጥሩ ነው ሹፌሩ፣ ዛሬ ማታ ደግሞ ዘገየ።,Sarcasm/Irony,5,Sarcasm/Irony_10,val
175,አዎ በርግጥ፣ የመንግስት እቅድ በከጥቂት ደቂቃዎች በኋላ በጭራሽ አይከሽፍም።,Sarcasm/Irony,5,Sarcasm/Irony_11,train
176,ወደ ፋብሪካ በሳምንቱ መጨረሻ መሄድ አልችልም።,Refusal,2,Refusal_13,test
177,ፕሮጀክቱን ከሰዓት በኋላ ከአለቃዬ ጋር ብንጀምር ይሻላል።,Suggestion,3,Suggestion_08,val
178,እንኳን ደስ አለህ መሐንዲሱ፣ ስለ ቡናው እንደገና ተሳስተሃል።,Sarcasm/Irony,5,Sarcasm/Irony_13,train
179,በሩ ገና ወደ ስብሰባ ክፍል ከሶስት ሰዓት በኋላ አልደረሰኝም።,Complaint,6,Complaint_07,train
180,ሚኒስቴሩ ስለ ሂሳቡ ማስጠንቀቂያ በሚቀጥለው አመት አውጥቷል።,Warning,4,Warning_08,train
181,እባክዎ ቁልፉን ለሹፌሩ ነገ ጠዋት ይላኩልኝ።,Request,0,Request_00,train
182,የመጽሐፉ ችግር በዚህ ሳምንት ከሹፌሩ ጋር እፈታለሁ።,Promise,8,Promise_11,train
183,የበሩ ችግር ከሁለት ቀናት በኋላ ከነጋዴው ጋር እፈታለሁ።,Promise,8,Promise_11,train
184,ጓደኛዬ ለቅሬታዬ ምላሽ በዚህ ሳምንት አልሰጡም።,Complaint,6,Complaint_06,val
185,ፖሊሱ፣ እንደምን አደርክ ከሁለት ቀናት በኋላ?,Phatic,7,Phatic_01,train
186,የልብሱ ወጪውን በትምህርት ቤት ብንቀንስ የተሻለ ነው።,Suggestion,3,Suggestion_13,train
187,መሐንዲሱ ወደ መንገድ ላይ ዛሬ ማታ ሄደዋል።,Assertion,1,Assertion_07,train
188,መምህሩ ወደ መጋዘን ከአንድ ሰዓት በኋላ ሄደዋል።,Assertion,1,Assertion_07,train
189,ይቅርታ፣ ስልኩን ነገ ከሰዓት በኋላ ማድረግ አልችልም።,Refusal,2,Refusal_00,train
190,ፋብሪካው ስለ ሰነዱ ማስጠንቀቂያ በሚቀጥለው ሳምንት አውጥቷል።,Warning,4,Warning_08,train
191,አዎ በእርግጥ፣ ደንበኛው ነገ ጠዋት ትመጣለህ ብዬ አላምንም።,Sarcasm/Irony,5,Sarcasm/Irony_01,test
192,ባንኩ ስለ ቦርሳው ማስጠንቀቂያ ዛሬ አውጥቷል።,Warning,4,Warning_08,train
193,ይህን ቡናውን ከአለቃዬ መቀበል አልችልም።,Refusal,2,Refusal_03,train
194,እባክህ ይቅርታ አድርግልኝ፣ ወደ መጋዘን በሳምንቱ መጨረሻ መምጣት አልችልም።,Refusal,2,Refusal_01,test
195,ድርጅቱ ስለ መጽሐፉ ማስጠንቀቂያ በሚቀጥለው ወር አውጥቷል።,Warning,4,Warning_08,train
196,ይቅርታ፣ ቁልፉን በዚህ አመት ማድረግ አልችልም።,Refusal,2,Refusal_00,train
197,ባንኩ ስለ ቤቱ ማስጠንቀቂያ ከጥቂት ደቂቃዎች በኋላ አውጥቷል።,Warning,4,Warning_08,train
198,ገንዘቡ ገና ወደ ስብሰባ ክፍል ዛሬ ማታ አልደረሰኝም።,Complaint,6,Complaint_07,train
199,እንኳን ደስ አለህ መምህሩ፣ ስለ ስልኩ እንደገና ተሳስተሃል።,Sarcasm/Irony,5,Sarcasm/Irony_13,train
200,መስኮቱን በጥንቃቄ ለአስተማሪዋ እይዛለሁ።,Promise,8,Promise_07,train
201,እባክዎ ማሽኑን ለባልደረባዬ በዚህ አመት ይላኩልኝ።,Request,0,Request_00,train
202,የካርታው ችግር ከሰዓት በኋላ ከደንበኛው ጋር እፈታለሁ።,Promise,8,Promise_11,train
203,ነገ ከሰዓት በኋላ በከተማው ውስጥ ስብሰባ እናድርግ።,Suggestion,3,Suggestion_02,train
204,ስለ ማሽኑ ጉዳይ ከደንበኛው ጋር እንወያይ።,Suggestion,3,Suggestion_10,train
205,በሚቀጥለው ሳምንት በፋብሪካ ከባድ ዝናብ ሊዘንብ ይችላል ተጠንቀቁ።,Warning,4,Warning_03,test
206,ነጋዴው፣ ቤተሰብ በገበያ እንዴት ናቸው?,Phatic,7,Phatic_05,val
207,ይህን መልእክቱን ከመምህሩ መቀበል አልችልም።,Refusal,2,Refusal_03,train
208,ቁልፉ ገና ወደ ሆስፒታል ነገ ጠዋት አልደረሰኝም።,Complaint,6,Complaint_07,train
209,ፋይሉን በጥንቃቄ ለዶክተሩ እይዛለሁ።,Promise,8,Promise_07,train
210,ስጦታው ገና ወደ መጋዘን ነገ ጠዋት አልደረሰኝም።,Complaint,6,Complaint_07,train
211,በጣም ትክክለኛ ነው አስተማሪዋ፣ በስብሰባ ክፍል ሁልጊዜ እንደዚህ ይሆናል።,Sarcasm/Irony,5,Sarcasm/Irony_08,val
212,ፕሮጀክቱን ዛሬ ከደንበኛው ጋር ብንጀምር ይሻላል።,Suggestion,3,Suggestion_08,val
213,የስልኩ ዋጋውን በዚህ ሳምንት ብንቀንስ ደንበኞች ይጨምራሉ።,Suggestion,3,Suggestion_07,train
214,ከሁለት ቀናት በኋላ በስብሰባ ክፍል መገኘት አልችልም።,Refusal,2,Refusal_04,val
215,የውሉ ችግር በዚህ አመት ከደንበኛው ጋር እፈታለሁ።,Promise,8,Promise_11,train
216,ከነጋዴው ጋር በዚህ ሳምንት በባንክ እገናኛለሁ።,Promise,8,Promise_04,val
217,እባክዎ ቦርሳውን ለጠበቃው በሚቀጥለው ሳምንት ይላኩልኝ።,Request,0,Request_00,train
218,ገንዘብዎን ይጠብቁ፣ በፖሊስ ጣቢያ ነገ ስርቆት ተከስቷል።,Warning,4,Warning_05,val
