id,label_id,label,sentence
76,8,Warning,ተጠንቀቅ! ጉዞ ንጹህ ነው።
77,4,Refusal,ወንድሜ ጨዋታ አይፈልግም።
78,4,Refusal,እኔ ሰላም አልቀበልም።
79,2,Phatic,ጤና ይስጥልኝ ብዙ ሰዎች ከ ቢሮ።
80,4,Refusal,ተማሪዎች መንገድ አይፈልግም።
81,4,Refusal,አንቺ መጽሐፍ አይፈልግም።
82,5,Request,ልጄ ኮምፒውተር ማግኘት ይችላል?
83,1,Complaint,ለምን አዛውንቶች ዜና አልሰጠኝም?
84,5,Request,ይህን ምክር ማየት እችላለሁ?
85,2,Phatic,በጣም ደስ ብሎኛል ስለተገናኘን ጓደኞች።
86,1,Complaint,ለምን ጓደኞች ውሃ አልሰጠኝም?
87,5,Request,እባክዎ ድል ይላኩልኝ።
88,3,Promise,ትናንት ተማሪው ገንዘብ ታመጣለች።
89,7,Suggestion,ወጣቶች ሀሳብ ቢያደርግ ይሻላል።
90,6,Sarcasm/Irony,እንዴት ያሳዝናል ጉብኝት ነው! (በቀልድ)።
91,5,Request,ልጄ ድልድይ ማግኘት ይችላል?
92,4,Refusal,ነጋዴዎች ስብሰባ አይፈልግም።
93,0,Assertion,እውነቱን ለመናገር ዕድል መጥፎ ነው።
94,7,Suggestion,ምናልባት አስቸጋሪ መድሃኒት መግዛት?
95,6,Sarcasm/Irony,በጣም ጥሩ ነው፣ ምንም አደጋ የለም... (በሳቅ)።
96,6,Sarcasm/Irony,አዎ፣ ጉዞ በጣም ጥሩ ጥራት አለው... (በአስቂኝ)።
97,3,Promise,እኔ ጨዋታ አላረሳም።
98,8,Warning,እናቴ እድል አትንካ።
99,7,Suggestion,ምናልባት ቀላል ሆቴል መግዛት?
100,5,Request,ደንበኞች ቦታ ማግኘት ይችላል?
101,8,Warning,ተጠንቀቅ! ስብሰባ ደህንነቱ የተጠበቀ ነው።
102,1,Complaint,ለምን ትምህርት እንዲህ ጥሩ ነው?
103,5,Request,ፖሊሱ ስልጠና ማግኘት ይችላል?
104,6,Sarcasm/Irony,አዎ፣ ሆቴል በጣም ጥሩ ጥራት አለው... (በአስቂኝ)።
105,8,Warning,ደንበኞች ጉብኝት አትንካ።
106,4,Refusal,አንድ ሰው ድርጊት አይፈልግም።
107,3,Promise,እኔ እርዳታ እሰጥሃለሁ።
108,1,Complaint,ለምን ሀሳብ እንዲህ አዲስ ነው?
109,3,Promise,ይህን ምግብ እጠብቃለሁ።
110,1,Complaint,ክፍያ አልሰራም፣ ችግር አለ።
111,5,Request,እባክዎ ምግብ ይላኩልኝ።
112,5,Request,ፖሊሱ ድርጊት ማግኘት ይችላል?
113,5,Request,ሴቶች መጽሐፍ ማግኘት ይችላል?
114,3,Promise,ሰራተኞች በቀን ይመጣል ብሎ ቃል ገብቷል።
115,5,Request,እባክዎ ምግብ ቤት ይላኩልኝ።
116,3,Promise,በማለዳ እናቶች ቅጣት ያመጣል።
117,1,Complaint,እህቴ ከ ሙዚቃ ጋር ችግር አለው።
118,4,Refusal,አንዳንድ ሰዎች ፕሮጀክት አይፈልግም።
119,0,Assertion,ተማሪው ነገ መቀሌ ይገኛል።
120,8,Warning,ተጠንቀቅ! ፕሮጀክት ቀላል ነው።
121,0,Assertion,እውነቱን ለመናገር እረፍት ውድ ነው።
122,0,Assertion,እናቴ በወር ፓርክ ይገኛል።
123,2,Phatic,በደህና ሂጂ ሴቶች።
124,4,Refusal,አንቺ ድርጊት አይፈልግም።
125,0,Assertion,ሐኪሙ ድርጊት ጥሩ አሉ።
126,0,Assertion,በሳምንት መምህራን አዋሳ ነበር።
127,3,Promise,በሰዓት አንዳንድ ሰዎች ፕሮጀክት ያመጣል።
128,0,Assertion,አዛውንቱ በቀን ሐረር ይገኛል።
129,0,Assertion,በቀን አዛውንቱ ቢሮ ነበር።
130,7,Suggestion,ማንም ሀሳብ ቢያደርግ ይሻላል።
131,6,Sarcasm/Irony,ሰራተኛው ሁልጊዜ ይረዳል... (በቀልድ)።
132,7,Suggestion,ምናልባት ርካሽ ድርጊት መግዛት?
133,3,Promise,ትናንት እናቴ ዕረፍት ያመጣል።
134,5,Request,ብዙ ሰዎች ምግብ ቤት ማግኘት ይችላል?
135,2,Phatic,መልካም ምሽት ከ አዋሳ።
136,0,Assertion,አባቶች ምግብ ቤት ርካሽ ናት።
137,0,Assertion,ሰራተኛው አሁን ቤት ይገኛል።
138,4,Refusal,ሁሉም ዜና አይፈልግም።
139,8,Warning,ሁሉም ንግግር አትንካ።
140,8,Warning,ይህን ምግብ አታድርግ።
141,5,Request,እባክዎ ሰላም ያድርጉልኝ።
142,6,Sarcasm/Irony,አዎ፣ እነሱ በጣም ብልህ ነው... (በተቃራኒ)።
143,7,Suggestion,ሁሉም ዕረፍት ቢጠቀም ይሻላል።
144,0,Assertion,ወንድሜ ሙያ አለው።
145,6,Sarcasm/Irony,እንዴት ያለ ዘገይተኛ ሀሳብ ነው! (በሳቅ)።
146,8,Warning,ተጠንቀቅ! ዕረፍት አዲስ ነው።
147,3,Promise,አሁን አንዳንድ ሰዎች ጨዋታ ያመጣል።
148,3,Promise,ሴቶች ዛሬ ትመጣለች ብሎ ቃል ገብቷል።
149,5,Request,አባቶች መጽሔት ማግኘት ይችላል?
150,3,Promise,ማንም በወር ይመጣል ብሎ ቃል ገብቷል።
151,3,Promise,ዛሬ ነጋዴዎች ህንፃ ታመጣለች።
152,7,Suggestion,ይህን ጉብኝት መሞከር ጥሩ ነው።
153,4,Refusal,እሷ መፍትሄ አይፈልግም።
154,5,Request,እባክዎ ዕድል ይላኩልኝ።
155,4,Refusal,ሰራተኛው ሆቴል አይፈልግም።
156,8,Warning,ተጠንቀቅ! ጨዋታ ጥሩ ነው።
157,6,Sarcasm/Irony,እንዴት እሷ በጣም ፈጣን ነው! (በአስቂኝ)።
158,5,Request,አስተናጋጁ ድርጊት ማግኘት ይችላል?
159,5,Request,አንቺ መኪና ማግኘት ይችላል?
160,2,Phatic,እንደገና እንገናኝ ከዚህ በፊት ከ አዋሳ።
161,0,Assertion,እውነቱን ለመናገር ስራ አሮጌ ነው።
162,8,Warning,ተማሪዎች ድርጊት አትንካ።
163,7,Suggestion,ወንድሜ ውሃ ቢያደርግ ይሻላል።
164,2,Phatic,ደህና ቀን ይሁንልሽ ከ አዲስ አበባ።
165,5,Request,እባክህ እርዳታ አስረዳኝ።
166,3,Promise,ይህን ገንዘብ እጠብቃለሁ።
167,1,Complaint,በወር አስተናጋጁ ኮምፒውተር አላገኘም።
168,6,Sarcasm/Irony,እንዴት ያለ ፍጹም እቅድ ነው! (በሳቅ)።
169,8,Warning,አደጋ አለ! ጉዞ ተጠንቀቅ።
170,2,Phatic,እግዚአብሔር ይጠብቅሽ ከ ትምህርት ቤት።
171,6,Sarcasm/Irony,መረጃ በጣም ውድ ነው፣ ግን ዋጋው አለው... (በቀልድ)።
172,7,Suggestion,አባቶች ድል ቢጠቀም ይሻላል።
173,0,Assertion,እውነቱን ለመናገር ፊልም ውድ ነው።
174,1,Complaint,በማለዳ ደንበኞች ሽልማት አላገኘም።
175,1,Complaint,ሰራተኞች ስለ ጊዜ ቅሬታ አለው።
176,0,Assertion,መንገድ መጥፎ ነው።
177,4,Refusal,እንግዶች ጊዜ አይፈልግም።
178,4,Refusal,ሆቴል አልፈልግም፣ አመሰግናለሁ።
179,8,Warning,እንግዶች አገልግሎት አትንካ።
180,1,Complaint,ይህ እድል በጣም ፈጣን ነው፣ አልወድም።
181,4,Refusal,ውሃ አልፈልግም፣ አመሰግናለሁ።
182,3,Promise,እኔ ጉብኝት እሰጥሻለሁ።
183,6,Sarcasm/Irony,ሹፌሩ በጣም ብልህ ነው፣ አልሳሳም... (በአስቂኝ)።
184,0,Assertion,ሐኪሞች አሁን ባንክ ይገኛል።
185,4,Refusal,አሁን በጊዜው አይሆንም።
186,2,Phatic,እንዴት ነው ስራሽ እናቶች?
187,7,Suggestion,እንደእኔ አስተያየት ጉብኝት መቀየር ይሻላል።
188,5,Request,እባክህ በወር ና።
189,3,Promise,አለቆች በማታ ይመጣል ብሎ ቃል ገብቷል።
190,4,Refusal,ይህን ወረቀት ማድረግ አልችልም።
191,1,Complaint,በማለዳ ሰራተኛው መፍትሄ አላገኘም።
192,3,Promise,እኔ ድል አላረሳም።
193,1,Complaint,ብዙ ሰዎች እርዳታ ስለ ትልቅ መሆኑ ያማርራል።
194,5,Request,አንተ ኮንትራት ማግኘት ይችላል?
195,0,Assertion,እናንተ ይቻላል ብዙ ጊዜ።
196,1,Complaint,ሙያ አልሰራም፣ ችግር አለ።
197,2,Phatic,እንዴት ነው ጤንነትህ ገበሬዎች?
198,7,Suggestion,አስተማሪው እቅድ ቢያደርግ ይሻላል።
199,4,Refusal,ታካሚዎች ስብሰባ አይፈልግም።
200,3,Promise,በቀን ጓደኛዬ ጤና ታመጣለች።
201,2,Phatic,እግዚአብሔር ይባርክህ ማንም።
202,1,Complaint,ለምን አንድ ሰው ኮምፒውተር አልሰጠኝም?
203,2,Phatic,ሰላምታዬን ለቤተሰብሽ አቀርባለሁ አንቺ።
204,3,Promise,ወጣቶች በማለዳ ትመጣለች ብሎ ቃል ገብቷል።
205,7,Suggestion,ምናልባት አስፈላጊ መጽሔት መግዛት?
206,6,Sarcasm/Irony,እንዴት ያለ ጥሩ ፊልም ነው! (በተቃራኒ)።
207,2,Phatic,እንኳን ለበዓሉ አደረሰ ወንድሞች።
208,1,Complaint,ይህ ፈቃድ በጣም አዲስ ነው፣ አልወድም።
209,7,Suggestion,ደንበኞች ቁልፍ ቢጠቀም ይሻላል።
210,6,Sarcasm/Irony,አዎ፣ ምክር በጣም አስፈላጊ ነው ለሁሉም... (በተቃራኒ)።
211,5,Request,ልጆች ድል ማግኘት ይችላል?
212,0,Assertion,ችግር በጣም አስደሳች ነው።
213,0,Assertion,ይህ ገንዘብ አዲስ መሆኑን እረጋገጣለሁ።
214,7,Suggestion,ነጋዴዎች መድሃኒት ቢጠቀም ይሻላል።
215,5,Request,ከፈቀድሽ ንግግር ውሰድ።
216,3,Promise,እኔ ሙያ አላረሳም።
217,8,Warning,አለቆች ዕረፍት አትንካ።
218,2,Phatic,ጤና ይስጥልኝ እሱ።
219,4,Refusal,ነጋዴዎች ሙዚቃ አይፈልግም።
220,5,Request,ታካሚዎች ዕረፍት ማግኘት ይችላል?
221,7,Suggestion,ልጄ ህንፃ ቢጠቀም ይሻላል።
222,7,Suggestion,ምናልባት አዲስ እቅድ መግዛት?
223,0,Assertion,ይህ እድል ንጹህ መሆኑን እረጋገጣለሁ።
224,7,Suggestion,ጓደኞች ፕሮጀክት ቢጠቀም ይሻላል።
225,0,Assertion,ልጆች አሁን ቤተ ክርስቲያን ይገኛል።
226,4,Refusal,እኔ ብር አልቀበልም።
227,5,Request,አንዳንድ ሰዎች ምግብ ቤት ማግኘት ይችላል?
228,3,Promise,ከዚህ በኋላ አዛውንቱ ውሳኔ ያመጣል።
229,3,Promise,አንዳንድ ሰዎች ከዚህ በፊት ይመጣል ብሎ ቃል ገብቷል።
230,1,Complaint,ስልክ አልሰራም፣ ችግር አለ።
231,6,Sarcasm/Irony,እርግጥ፣ ቤት በጣም ቆንጆ ነው... (በሳቅ)።
232,7,Suggestion,አስተናጋጁ ችግር ቢጠቀም ይሻላል።
233,7,Suggestion,ልጄ ቅጣት ቢጠቀም ይሻላል።
234,6,Sarcasm/Irony,እርግጥ፣ ሁሉም ነገር በጊዜው ይጠናቀቃል... (በቀልድ)።
235,3,Promise,እህቶች በቀን ትመጣለች ብሎ ቃል ገብቷል።
236,3,Promise,በማለዳ ወጣቱ ሀሳብ ያመጣል።
237,1,Complaint,እህቶች ስለ እቅድ ቅሬታ አለው።
238,1,Complaint,አንተ ከ ዜና ጋር ችግር አለው።
239,6,Sarcasm/Irony,ወጣቱ በጣም ታማኝ ነው፣ አይዋሽም... (በተቃራኒ)።
240,1,Complaint,ሰራተኛው ከ ጉዞ ጋር ችግር አለው።
241,3,Promise,በጊዜው ደንበኞች ብር ያመጣል።
242,4,Refusal,አይ፣ ስራ አልችልም።
243,5,Request,እሷ ቤት ማግኘት ይችላል?
244,8,Warning,ተጠንቀቅ! ኮምፒውተር ርካሽ ነው።
245,0,Assertion,መጽሐፍ በጣም ውድ ነው።
246,4,Refusal,አሁን በማታ አይሆንም።
247,4,Refusal,ሰራተኞች ዕድል አይፈልግም።
248,5,Request,ሐኪሞች ዜና ማግኘት ይችላል?
249,1,Complaint,ለምን እሱ ንግግር አልሰጠኝም?
250,5,Request,አባቶች ገንዘብ ማግኘት ይችላል?
251,3,Promise,በእርግጥ ቅጣት አደርጋለሁ።
252,6,Sarcasm/Irony,እንዴት ወጣቱ በጣም ፈጣን ነው! (በአስቂኝ)።
253,4,Refusal,ይቅርታ፣ ስልክ አልሰጥም።
254,6,Sarcasm/Irony,እርግጥ ነው፣ ዛሬ ሁሉም ይሳካል... (በተቃራኒ)።
255,2,Phatic,ሰላም ማንም፣ ምን ሰራሽ?
256,3,Promise,እኔ ቦታ እሰጥሻለሁ።
257,1,Complaint,ለምን ምግብ ቤት እንዲህ ትንሽ ነው?
258,3,Promise,ይህን ውሳኔ እጠብቃለሁ።
259,2,Phatic,እግዚአብሔር ይጠብቅሽ ከ አዋሳ።
260,8,Warning,አስተናጋጁ ስብሰባ አትንካ።
261,0,Assertion,ማንም ስብሰባ አለው።
262,6,Sarcasm/Irony,ወዳጄ በጣም ታማኝ ነው፣ አይዋሽም... (በተቃራኒ)።
263,5,Request,አዛውንቱ እርዳታ ማግኘት ይችላል?
264,2,Phatic,መልካም ሳምንት ሐኪሙ።
265,5,Request,ወጣቱ ስልክ ማግኘት ይችላል?
266,5,Request,እባክህ እረፍት አስረዳኝ።
267,2,Phatic,ምን አዲስ ነገር አለ በጊዜው መምህራን?
268,7,Suggestion,አባቶች ውሃ ቢያደርግ ይሻላል።
269,7,Suggestion,አንዳንድ ሰዎች ጊዜ ቢጠቀም ይሻላል።
270,5,Request,እባክሽ ኮምፒውተር ስጠኝ።
271,2,Phatic,ሰላምታዬን ለቤተሰብህ አቀርባለሁ ገበሬዎች።
272,1,Complaint,በሳምንት ሁሉም ሙዚቃ አላገኘም።
273,8,Warning,ተጠንቀቅ! ጤና አደገኛ ነው።
274,4,Refusal,ታካሚዎች ደብዳቤ አይፈልግም።
275,1,Complaint,ሰራተኛው ስለ ስልክ ቅሬታ አለው።
276,5,Request,እናቶች ሽልማት ማግኘት ይችላል?
277,5,Request,አስተናጋጁ ኮንትራት ማግኘት ይችላል?
278,7,Suggestion,ማንም ንግግር ቢጠቀም ይሻላል።
279,8,Warning,ሐኪሙ ስብሰባ አትንካ።
280,2,Phatic,እንኳን ደህና ኑር ከ ባንክ።
281,2,Phatic,ጤናማ ቀን ይሁንልሽ ጎረቤቴ።
282,1,Complaint,ቁልፍ አልሰራም፣ ችግር አለ።
283,8,Warning,ተጠንቀቅ! መረጃ አስፈላጊ ነው።
284,7,Suggestion,ወንድሜ ህንፃ ቢያደርግ ይሻላል።
285,7,Suggestion,ምናልባት አስቸጋሪ ፕሮጀክት መግዛት?
286,6,Sarcasm/Irony,እርግጥ ነው፣ ቦታ በጣም ውድ ነው... (በቀልድ)።
287,7,Suggestion,ሐኪሙ ምክር ቢያደርግ ይሻላል።
288,6,Sarcasm/Irony,አዎ፣ ይህ ዕረፍት በጣም ጠቃሚ ነው... (በሳቅ)።
289,5,Request,አንድ ሰው ስልጠና ማግኘት ይችላል?
290,7,Suggestion,ምናልባት አስፈላጊ ሆቴል መግዛት?
291,6,Sarcasm/Irony,በጣም አስፈላጊ ነው፣ ምንም አደጋ የለም... (በሳቅ)።
292,3,Promise,ዛሬ ተማሪዎች ቤት ታመጣለች።
293,5,Request,እናንተ ጨዋታ ማግኘት ይችላል?
294,5,Request,ወንድሞች መንገድ ማግኘት ይችላል?
295,8,Warning,ተጠንቀቅ! መድሃኒት ዘገይተኛ ነው።
296,1,Complaint,አባቶች ጉብኝት ስለ አስደሳች መሆኑ ያማርራል።
297,1,Complaint,ለምን ሁሉም እረፍት አልሰጠኝም?
298,0,Assertion,እርዳታ ንጹህ ነው።
299,2,Phatic,በደህና ሂጂ አዛውንቶች።
300,4,Refusal,እኔ አገልግሎት አልቀበልም።
301,3,Promise,በማታ አባቶች ስብሰባ ታመጣለች።
302,3,Promise,እኔ ጉዞ እሰጥሃለሁ።
303,6,Sarcasm/Irony,እንዴት አደገኛ ነው! (በአስቂኝ መንገድ)።
304,1,Complaint,እድል አልሰራም፣ ችግር አለ።
305,7,Suggestion,እንዴት ቢሆን ቤተ ክርስቲያን ብንሄድ?
306,4,Refusal,ደንበኞች ዕረፍት አይፈልግም።
307,7,Suggestion,ምናልባት ዘገይተኛ ጤና መግዛት?
308,1,Complaint,በቅርቡ አንተ መጽሔት አላገኘም።
309,5,Request,ባለሙያው ቦታ ማግኘት ይችላል?
310,4,Refusal,ወጣቶች መጽሔት አይፈልግም።
311,5,Request,አስተናጋጁ ጉብኝት ማግኘት ይችላል?
312,2,Phatic,ጤና ይስጥልኝ በቅርቡ ወጣቶች።
313,5,Request,እባክዎ ችግር ያድርጉልኝ።
314,8,Warning,ወንድሞች ደስታ አትንካ።
315,6,Sarcasm/Irony,አዎ፣ መኪና በጣም አስፈላጊ ነው... (በተቃራኒ)።
316,7,Suggestion,እንዴት ቢሆን ባንክ ብንሄድ?
317,1,Complaint,ይህ መጽሐፍ በጣም ዘገይተኛ ነው፣ አልወድም።
318,7,Suggestion,ጓደኞች ክፍያ ቢያደርግ ይሻላል።
319,4,Refusal,ይቅርታ፣ ውሃ አልሰጥም።
320,7,Suggestion,ሁሉም ንግግር ቢያደርግ ይሻላል።
321,8,Warning,ተጠንቀቅ! አገልግሎት ርካሽ ነው።
322,0,Assertion,ባለቤቴ ነው ብዙ ጊዜ።
323,4,Refusal,አስተናጋጁ መጽሔት አይፈልግም።
324,7,Suggestion,እኔ ዜና እንድታደርግ እመክራለሁ።
325,5,Request,እባክሽ ኮንትራት ስጠኝ።
326,3,Promise,በጊዜው ሴቶች ሽልማት ያመጣል።
327,2,Phatic,መልካም ሳምንት ከ ሐረር ወንዶች።
328,0,Assertion,ሐኪሞች ናት ብዙ ጊዜ።
329,8,Warning,ተጠንቀቅ! ውሃ ቀላል ነው።
330,4,Refusal,ወንዶች መኪና አይፈልግም።
331,1,Complaint,በማለዳ ጎረቤቴ መንገድ አላገኘም።
332,8,Warning,ይህ ውድ ነው፣ ተጠንቀቅ።
333,2,Phatic,እንዴት አመሹ እኛ?
334,4,Refusal,እንግዶች ጤና አይፈልግም።
335,1,Complaint,ለምን ሰራተኞች ስራ አልሰጠኝም?
336,0,Assertion,ነገ አባቶች አዲስ አበባ ነበር።
337,2,Phatic,እግዚአብሔር ይጠብቅሽ ሐኪሙ።
338,0,Assertion,በወር እንግዶች ሆስፒታል ነበር።
339,2,Phatic,መልካም ጊዜ ከ ፓርክ ጓደኞች።
340,6,Sarcasm/Irony,እንዴት ያለ ፈጣን ሀሳብ ነው! (በሳቅ)።
341,7,Suggestion,ምናልባት ትልቅ አገልግሎት መግዛት?
342,6,Sarcasm/Irony,እርግጥ፣ ወዳጄ በጣም ታማኝ ነው... (በአስቂኝ)።
343,0,Assertion,በፍጥነት እህቴ ፓርክ ነበር።
344,8,Warning,ተጠንቀቅ፣ ወጣቱ ይመጣል።
345,8,Warning,ልጆች ጉዞ አትንካ።
346,7,Suggestion,ምናልባት በማለዳ ብንገናኝ?
347,0,Assertion,ታካሚዎች ይታወቃል ብዙ ጊዜ።
348,5,Request,አዛውንቱ ዜና ማግኘት ይችላል?
349,5,Request,ባለቤቴ ኮምፒውተር ማግኘት ይችላል?
350,5,Request,እናንተ ምክር ማግኘት ይችላል?
351,2,Phatic,እግዚአብሔር ይባርክህ ወጣቶች።
352,6,Sarcasm/Irony,ሐኪሞች ሁልጊዜ በጊዜው ይመጣል... (በቀልድ)።
353,2,Phatic,ሰላምታዬን አቀርባለሁ መምህራን።
354,6,Sarcasm/Irony,መንገድ በጣም ውድ ነው፣ ግን ዋጋው አለው... (በቀልድ)።
355,2,Phatic,እግዚአብሔር ከአንቺ ጋር ይሁን ትናንት።
356,0,Assertion,ውሃ አደገኛ ነው።
357,8,Warning,ልጄ ህንፃ አትንካ።
358,7,Suggestion,ባለቤቴ ደብዳቤ ቢጠቀም ይሻላል።
359,3,Promise,በቅርቡ እኛ ፕሮጀክት ታመጣለች።
360,8,Warning,ሐኪሙ ድርጊት አትንካ።
361,7,Suggestion,አባቶች ፕሮጀክት ቢጠቀም ይሻላል።
362,1,Complaint,ይህ ውሃ በጣም ውድ ነው፣ አልወድም።
363,6,Sarcasm/Irony,አዎ፣ ድርጊት በጣም ጥሩ ጥራት አለው... (በአስቂኝ)።
364,6,Sarcasm/Irony,አንተ ሁልጊዜ ይረዳል... (በቀልድ)።
365,0,Assertion,እውነቱን ለመናገር ውሃ ንጹህ ነው።
366,4,Refusal,አዛውንቶች ድርጊት አይፈልግም።
367,0,Assertion,እህቶች በጊዜው አዋሳ ይገኛል።
368,2,Phatic,እግዚአብሔር ይጠብቅህ ከ ሆስፒታል።
369,8,Warning,ይህ መድሃኒት አደገኛ ነው።
370,6,Sarcasm/Irony,እንዴት ቀላል እድል ነው! (በቀልድ)።
371,0,Assertion,ዛሬ አንተ መንገድ ነበር።
372,4,Refusal,አይ፣ ቤት አልችልም።
373,1,Complaint,ለምን ወንድሞች ደብዳቤ አልሰጠኝም?
374,0,Assertion,ደንበኞች ችግር አደገኛ ናቸው።
375,2,Phatic,እንኳን ለበዓሉ አደረሰ ከ ትምህርት ቤት።
376,1,Complaint,ይህ ክፍያ በጣም ቀላል ነው፣ አልወድም።
377,2,Phatic,ምን ዜና አለ አባቴ?
378,3,Promise,ነገ ሹፌሩ ሆቴል ያመጣል።
379,5,Request,ከፈቀድሽ ስልጠና ውሰድ።
380,7,Suggestion,ታካሚዎች መኪና ቢያደርግ ይሻላል።
381,6,Sarcasm/Irony,አዎ፣ ፕሮጀክት በጣም ጥሩ ጥራት አለው... (በአስቂኝ)።
